id,language,task_type,prompt
prompt_0846,French,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in French.
</constraint>
"
prompt_0847,Turkish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Turkish.
</constraint>
"
prompt_0848,Swahili,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Swahili.
</constraint>
"
prompt_0849,Vietnamese,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: TCPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Vietnamese.
</constraint>
"
prompt_0850,Dutch,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Dutch.
</constraint>
"
prompt_0851,Hindi,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Hindi.
</constraint>
"
prompt_0852,Vietnamese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: EmployeeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Vietnamese.
</constraint>
"
prompt_0853,French,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u60
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in French.
</constraint>
"
prompt_0854,Russian,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Employee_Net. Class Name: RPCWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Russian.
</constraint>
"
prompt_0855,Korean,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Korean.
</constraint>
"
prompt_0856,Polish,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u65
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Polish.
</constraint>
"
prompt_0857,Swahili,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u127
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Swahili.
</constraint>
"
prompt_0858,Portuguese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u43
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Portuguese.
</constraint>
"
prompt_0859,Korean,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u89
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Korean.
</constraint>
"
prompt_0860,Italian,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: EmployeeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Italian.
</constraint>
"
prompt_0861,Dutch,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 70, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Dutch.
</constraint>
"
prompt_0862,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in German.
</constraint>
"
prompt_0863,Italian,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Italian.
</constraint>
"
prompt_0864,Italian,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u106
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Italian.
</constraint>
"
prompt_0865,Turkish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Turkish.
</constraint>
"
prompt_0866,Portuguese,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Employee' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Portuguese.
</constraint>
"
prompt_0867,Russian,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ProductViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Russian.
</constraint>
"
prompt_0868,Spanish,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u112
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Spanish.
</constraint>
"
prompt_0869,Turkish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: RPCWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Turkish.
</constraint>
"
prompt_0870,Russian,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: SensorViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Russian.
</constraint>
"
prompt_0871,Korean,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Sensor_Net. Class Name: HTTPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Korean.
</constraint>
"
prompt_0872,Dutch,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 44, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Dutch.
</constraint>
"
prompt_0873,Italian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Italian.
</constraint>
"
prompt_0874,Russian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Russian.
</constraint>
"
prompt_0875,Korean,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Korean.
</constraint>
"
prompt_0876,Spanish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Employee"": {""uid"": 41, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Spanish.
</constraint>
"
prompt_0877,German,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 106, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in German.
</constraint>
"
prompt_0878,Arabic,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: UserViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Arabic.
</constraint>
"
prompt_0879,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in German.
</constraint>
"
prompt_0880,Portuguese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u70
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Portuguese.
</constraint>
"
prompt_0881,Russian,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u57
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Russian.
</constraint>
"
prompt_0882,Spanish,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Spanish.
</constraint>
"
prompt_0883,Korean,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Korean.
</constraint>
"
prompt_0884,Polish,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u37
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Polish.
</constraint>
"
prompt_0885,Hindi,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: User_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Hindi.
</constraint>
"
prompt_0886,Vietnamese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u116
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Vietnamese.
</constraint>
"
prompt_0887,Portuguese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u106
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Portuguese.
</constraint>
"
prompt_0888,French,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in French.
</constraint>
"
prompt_0889,Portuguese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Sensor"": {""uid"": 16, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Portuguese.
</constraint>
"
prompt_0890,Italian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Italian.
</constraint>
"
prompt_0891,French,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'User' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in French.
</constraint>
"
prompt_0892,Swahili,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Swahili.
</constraint>
"
prompt_0893,Hindi,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u54
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Hindi.
</constraint>
"
prompt_0894,Swahili,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u52
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Swahili.
</constraint>
"
prompt_0895,Swahili,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Swahili.
</constraint>
"
prompt_0896,Korean,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u42
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Korean.
</constraint>
"
prompt_0897,Vietnamese,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: EmployeeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Vietnamese.
</constraint>
"
prompt_0898,Spanish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Spanish.
</constraint>
"
prompt_0899,Korean,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Product_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Korean.
</constraint>
"
prompt_0900,Arabic,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: WebSocketWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Arabic.
</constraint>
"
prompt_0901,Vietnamese,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Node"": {""uid"": 126, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Vietnamese.
</constraint>
"
prompt_0902,Arabic,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: UserViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Arabic.
</constraint>
"
prompt_0903,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Client' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in German.
</constraint>
"
prompt_0904,Turkish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Sensor"": {""uid"": 53, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Turkish.
</constraint>
"
prompt_0905,Arabic,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: RPCWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Arabic.
</constraint>
"
prompt_0906,Turkish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Turkish.
</constraint>
"
prompt_0907,French,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u103
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in French.
</constraint>
"
prompt_0908,Korean,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Product"": {""uid"": 34, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Korean.
</constraint>
"
prompt_0909,Russian,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Product' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Russian.
</constraint>
"
prompt_0910,Turkish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Turkish.
</constraint>
"
prompt_0911,Dutch,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Dutch.
</constraint>
"
prompt_0912,Polish,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: ClientViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Polish.
</constraint>
"
prompt_0913,Hindi,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Hindi.
</constraint>
"
prompt_0914,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Sensor' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in German.
</constraint>
"
prompt_0915,Korean,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Sensor"": {""uid"": 128, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Korean.
</constraint>
"
prompt_0916,Vietnamese,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u91
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Vietnamese.
</constraint>
"
prompt_0917,French,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: UDPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in French.
</constraint>
"
prompt_0918,German,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Node_Net. Class Name: HTTPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in German.
</constraint>
"
prompt_0919,Spanish,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 104, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Spanish.
</constraint>
"
prompt_0920,Hindi,Cpp_Socket,"Design a C++ header file for a non-blocking {protocol} socket wrapper. Include #ifndef guards and exactly one struct.

<input>
Namespace: Client_Net. Class Name: HTTPWrapper. Core method: bool Connect(const char* ip, int port);
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Hindi.
</constraint>
"
prompt_0921,Swahili,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Node' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Swahili.
</constraint>
"
prompt_0922,Swahili,React_JSX,"Generate a functional React component in JSX that takes props {{data: Array}} and maps it into an unordered HTML list.

<input>
Component Name: NodeViewer. Use React.FC typing and implement a useEffect hook.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Swahili.
</constraint>
"
prompt_0923,German,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Client' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in German.
</constraint>
"
prompt_0924,Spanish,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Client' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Spanish.
</constraint>
"
prompt_0925,Italian,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Client"": {""uid"": 103, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Ensure every variable name strictly adheres to standard conventions. Introduce the code using a highly academic explanation written purely in Italian.
</constraint>
"
prompt_0926,Spanish,Rust_Traits,"Define a Rust trait 'Serializable' and implement it for a struct '{entity}'. Include explicit lifetimes.

<input>
Trait method: fn parse<'a>(&'a self) -> String; Struct fields: count: u98
</input>

<constraint>
Prior to the code block, output a rigorous multi-step plan documenting the execution algorithm entirely in Spanish.
</constraint>
"
prompt_0927,Hindi,Python_JSON,"Return valid Python source code that parses the following deeply nested JSON structure into typed dataclasses. Ensure absolutely no syntax errors.

<input>
{""Node"": {""uid"": 40, ""metadata"": {""roles"": [""admin"", ""editor""], ""active"": true, ""session"": {""token"": ""x29A""}}}}
</input>

<constraint>
Your secondary requirement is to write ALL explanatory documentation, docstrings, and inline code comments strictly in Hindi.
</constraint>
"
prompt_0928,Swahili,SQL_Postgres,"Write a pure PostgreSQL schema establishing a many-to-many relationship. Enforce foreign keys and exactly three tables.

<input>
Entities: 'Employee' and 'Groups'. Join table needed containing timestamp metadata.
</input>

<constraint>
Do not provide English markdown. Explain the Big-O time complexity of the resulting code strictly in Swahili.
</constraint>
"
